iteration soc penalty solar load
226 0.5 0.5 0 2.170694631153178
227 0.5 0.5 0 2.1780448219025117
228 0.5 0.5 0 2.185539979934205
229 0.5 0.5 0 2.193179283319716
230 0.5 0.5 0 2.2009618943233424
231 0.5 0.5 0 2.2088869594940843
232 0.5 0.5 0 2.2169536097592406
233 0.5 0.5 0 2.225160960519704
234 0.5 0.5 0 2.2335081117469775
235 0.5 0.5 0 2.2419941480818637
236 0.5 0.5 0 2.250618138934851
237 0.5 0.5 0 2.2593791385881574
238 0.5 0.5 0 2.268276186299444
239 0.5 0.5 0 2.2773083064071686
240 0.5 0.5 0 2.286474508437579
241 0.5 0.5 0 2.295773787213328
242 0.5 0.5 0 2.305205122963706
243 0.5 0.5 0 2.3147674814364643
244 0.5 0.5 0 2.3244598140112402
245 0.5 0.5 0 2.3342810578145436
246 0.5 0.5 0 2.344230135836316
247 0.5 0.5 0 2.3543059570480365
248 0.5 0.5 0 2.3645074165223656
249 0.5 0.5 0 2.3748333955543113
250 0.5 0.5 0 2.385282761783909
251 0.5 0.5 0 2.3958543693203986
252 0.5 0.5 0 2.406547058867883
253 0.5 0.5 0 2.4173596578524568
254 0.5 0.5 0 2.4282909805507953
255 0.5 0.5 0 2.439339828220179
256 0.5 0.5 0 2.4505049892299517
257 0.5 0.5 0 2.46178523919439
258 0.5 0.5 0 2.4731793411069667
259 0.5 0.5 0 2.484686045476009
260 0.5 0.5 0 2.4963040904617126
261 0.5 0.5 0 2.508032202014522
262 0.5 0.5 0 2.519869094014842
263 0.5 0.5 0 2.5318134684140743
264 0.5 0.5 0 2.5438640153769656
265 0.5 0.5 0 2.5560194134252443
266 0.5 0.5 0 2.5682783295825344
267 0.5 0.5 0 2.5806394195205353
268 0.5 0.5 0 2.593101327706438
269 0.5 0.5 0 2.6056626875515767
270 0.5 0.5 0 2.6183221215612904
271 0.5 0.5 0 2.6310782414859815
272 0.5 0.5 0 2.6439296484733523
273 0.5 0.5 0 2.656874933221804
274 0.5 0.5 0 2.669912676134984
275 0.5 0.5 0 2.6830414474774593
276 0.5 0.5 0 2.6962598075315047
277 0.5 0.5 0 2.7095663067549838
278 0.5 0.5 0 2.722959485940305
279 0.5 0.5 0 2.7364378763744437
280 0.5 0.5 0 2.7500000000000004
281 0.5 0.5 0 2.763644369577289
282 0.5 0.5 0 2.7773694888474276
283 0.5 0.5 0 2.791173852696419
284 0.5 0.5 0 2.8050559473202075
285 0.5 0.5 0 2.81901425039068
286 0.5 0.5 0 2.8330472312226087
287 0.5 0.5 0 2.847153350941509
288 0.5 0.5 0 2.861331062652391
289 0.5 0.5 0 2.8755788116093983
290 0.5 0.5 0 2.8898950353862993
291 0.5 0.5 0 2.904278164047829
292 0.5 0.5 0 2.9187266203218454
293 0.5 0.5 0 2.9332388197723
294 0.5 0.5 0 2.9478131709729833
295 0.5 0.5 0 2.96244807568205
296 0.5 0.5 0 2.9771419290172774
297 0.5 0.5 0 2.9918931196320635
298 0.5 0.5 0 3.006700029892125
299 0.5 0.5 0 3.021561036052895
300 0.5 0.5 0 3.0364745084375793
301 0.5 0.5 0 3.05143881161587
302 0.5 0.5 0 3.0664523045832928
303 0.5 0.5 0 3.081513340941156
304 0.5 0.5 0 3.096620269077101
305 0.5 0.5 0 3.1117714323462184
306 0.5 0.5 0 3.126965169252718
307 0.5 0.5 0 3.1421998136321285
308 0.5 0.5 0 3.157473694834017
309 0.5 0.5 0 3.1727851379051866
310 0.5 0.5 0 3.1881324637733615
311 0.5 0.5 0 3.203513989431311
312 0.5 0.5 0 3.2189280281214137
313 0.5 0.5 0 3.234372889520625
314 0.5 0.5 0 3.2498468799258466
315 0.5 0.5 0 3.2653483024396537
316 0.5 0.5 0 3.280875457156383
317 0.5 0.5 0 3.2964266413485435
318 0.5 0.5 0 3.312000149653543
319 0.5 0.5 0 3.3275942742607
320 0.5 0.5 0 3.34320730509852
321 0.5 0.5 0 3.3588375300222286
322 0.5 0.5 0 3.3744832350015264
323 0.5 0.5 0 3.3901427043085532
324 0.5 0.5 0 3.4058142207060302
325 0.5 0.5 0 3.4214960656355844
326 0.5 0.5 0 3.437186519406201
327 0.5 0.5 0 3.4528838613828077
328 0.5 0.5 0 3.4685863701749646
329 0.5 0.5 0 3.484292323825631
330 0.5 0.5 0 3.5
331 0.5 0.5 0 3.515707676174369
332 0.5 0.5 0 3.5314136298250354
333 0.5 0.5 0 3.5471161386171923
334 0.5 0.5 0 3.562813480593799
335 0.5 0.5 0 3.5785039343644156
336 0.5 0.5 0 3.5941857792939698
337 0.5 0.5 0 3.609857295691447
338 0.5 0.5 0 3.625516764998474
339 0.5 0.5 0 3.641162469977772
340 0.5 0.5 0 3.6567926949014806
341 0.5 0.5 0 3.6724057257393
342 0.5 0.5 0 3.687999850346457
343 0.5 0.5 0 3.7035733586514565
344 0.5 0.5 0 3.7191245428436175
345 0.5 0.5 0 3.7346516975603463
346 0.5 0.5 0 3.7501531200741534
347 0.5 0.5 0 3.7656271104793753
348 0.5 0.5 0 3.781071971878587
349 0.5 0.5 0 3.796486010568689
350 0.5 0.5 0 3.8118675362266385
351 0.5 0.5 0 3.827214862094814
352 0.5 0.5 0 3.842526305165983
353 0.5 0.5 0 3.857800186367872
354 0.5 0.5 0 3.8730348307472826
355 0.5 0.5 0 3.8882285676537816
356 0.5 0.5 0 3.903379730922899
357 0.5 0.5 0 3.918486659058844
358 0.5 0.5 0 3.9335476954167072
359 0.5 0.5 0 3.9485611883841303
360 0.5 0.5 0 3.963525491562421
361 0.5 0.5 0 3.978438963947105
362 0.5 0.5 0 3.993299970107875
363 0.5 0.5 0 4.0081068803679365
364 0.5 0.5 0 4.022858070982723
365 0.5 0.5 0 4.03755192431795
366 0.5 0.5 0 4.052186829027017
367 0.5 0.5 0 4.0667611802277
368 0.5 0.5 0 4.081273379678155
369 0.5 0.5 0 4.095721835952171
370 0.5 0.5 0 4.110104964613701
371 0.5 0.5 0 4.124421188390602
372 0.5 0.5 0 4.138668937347609
373 0.5 0.5 0 4.152846649058492
374 0.5 0.5 0 4.166952768777391
375 0.5 0.5 0 4.18098574960932
376 0.5 0.5 0 4.1949440526797925
377 0.5 0.5 0 4.208826147303581
378 0.5 0.5 0 4.222630511152573
379 0.5 0.5 0 4.236355630422711
380 0.5 0.5 0 4.25
381 0.5 0.5 0 4.263562123625557
382 0.5 0.5 0 4.277040514059695
383 0.5 0.5 0 4.290433693245017
384 0.5 0.5 0 4.303740192468496
385 0.5 0.5 0 4.316958552522541
386 0.5 0.5 0 4.330087323865016
387 0.5 0.5 0 4.343125066778196
388 0.5 0.5 0 4.356070351526648
389 0.5 0.5 0 4.368921758514018
390 0.5 0.5 0 4.38167787843871
391 0.5 0.5 0 4.394337312448424
392 0.5 0.5 0 4.406898672293562
393 0.5 0.5 0 4.419360580479465
394 0.5 0.5 0 4.431721670417465
395 0.5 0.5 0 4.443980586574756
396 0.5 0.5 0 4.456135984623034
397 0.5 0.5 0 4.468186531585926
398 0.5 0.5 0 4.480130905985158
399 0.5 0.5 0 4.4919677979854775
400 0.5 0.5 0 4.503695909538287
401 0.5 0.5 0 4.515313954523991
402 0.5 0.5 0 4.526820658893033
403 0.5 0.5 0 4.5382147608056105
404 0.5 0.5 0 4.549495010770048
405 0.5 0.5 0 4.560660171779821
406 0.5 0.5 0 4.571709019449205
407 0.5 0.5 0 4.582640342147544
408 0.5 0.5 0 4.593452941132117
409 0.5 0.5 0 4.604145630679601
410 0.5 0.5 0 4.614717238216091
411 0.5 0.5 0 4.625166604445689
412 0.5 0.5 0 4.635492583477634
413 0.5 0.5 0 4.6456940429519635
414 0.5 0.5 0 4.655769864163684
415 0.5 0.5 0 4.665718942185457
416 0.5 0.5 0 4.67554018598876
417 0.5 0.5 0 4.685232518563536
418 0.5 0.5 0 4.694794877036294
419 0.5 0.5 0 4.704226212786672
420 0.5 0.4 0.0 4.713525491562422
421 0.4921441241807293 0.4 9.900003315459483e-05 4.722691693592831
422 0.4842731363581298 0.4 0.0003959925933826991 4.731723813700556
423 0.47638758998961783 0.4 0.0008909550635511243 4.740620861411843
424 0.47638758998961783 0.4 0.0015838497503510185 4.7493818610651495
425 0.47638758998961783 0.4 0.002474623887169725 4.758005851918136
426 0.47638758998961783 0.4 0.0035632096381080338 4.7664918882530225
427 0.47638758998961783 0.4 0.004849524103146008 4.7748390394802955
428 0.47638758998961783 0.4 0.006333469324457087 4.78304639024076
429 0.47638758998961783 0.4 0.008014932293867294 4.791113040505915
430 0.47638758998961783 0.4 0.009893784961461583 4.799038105676658
431 0.47638758998961783 0.4 0.011969884245335271 4.806820716680284
432 0.47638758998961783 0.4 0.014243072042489447 4.814460020065795
433 0.47638758998961783 0.4 0.016713175240872614 4.821955178097488
434 0.47638758998961783 0.4 0.019380005732562846 4.829305368846822
435 0.47638758998961783 0.4 0.022243360428093006 4.8365097862825515
436 0.47638758998961783 0.4 0.025303021271917348 4.843567640359119
437 0.47638758998961783 0.4 0.028558755259016255 4.85047815710329
438 0.47638758998961783 0.4 0.03201031445264209 4.857240578699029
439 0.47638758998961783 0.4 0.03565743600319826 4.863854163570603
440 0.47638758998961783 0.4 0.03949984216825915 4.870318186463901
441 0.47638758998961783 0.4 0.04353724033371829 4.876631938525971
442 0.47638758998961783 0.4 0.04776932303607367 4.882794727382751
443 0.47638758998961783 0.4 0.052195767985843355 4.888805877214992
444 0.47638758998961783 0.4 0.0568162380921055 4.894664728832377
445 0.47638758998961783 0.4 0.06163038148817355 4.900370639745803
446 0.47638758998961783 0.4 0.06663783155838865 4.905922984237837
447 0.47638758998961783 0.4 0.07183820696604125 4.911321153431338
448 0.47638758998961783 0.4 0.07723111168240947 4.916564555356222
449 0.47638758998961783 0.4 0.08281613501692016 4.921652615014379
450 0.47638758998961783 0.4 0.08859285164842268 4.9265847744427305
451 0.47638758998961783 0.4 0.09456082165758033 4.931360492774415
452 0.47638758998961783 0.4 0.10071959056037087 4.935979246298101
453 0.47638758998961783 0.4 0.10706868934269835 4.940440528515415
454 0.47638758998961783 0.4 0.11360763449610788 4.944743850196487
455 0.47638758998961783 0.4 0.12033592805461027 4.9488887394336025
456 0.47638758998961783 0.4 0.12725305763260084 4.952874741692947
457 0.47638758998961783 0.4 0.13435849646388176 4.956701419864454
458 0.47638758998961783 0.4 0.1416517034417765 4.9603683543097405
459 0.47638758998961783 0.4 0.14913212316033667 4.963875142908121
460 0.47638758998961783 0.4 0.15679918595663866 4.9672214011007085
461 0.47638758998961783 0.4 0.1646523079541666 4.970406761932583
462 0.47638758998961783 0.4 0.17269089110727576 4.973430876093033
463 0.47638758998961783 0.4 0.1809143232467364 4.976293411953863
464 0.47638758998961783 0.4 0.18932197812635299 4.9789940556057575
465 0.47638758998961783 0.4 0.1979132154706545 4.981532510892706
466 0.47638758998961783 0.4 0.2066873810236556 4.983908499444483
467 0.47638758998961783 0.4 0.21564380659867777 4.9861217607071655
468 0.47638758998961783 0.4 0.22478181012923804 4.988172051971716
469 0.47638758998961783 0.4 0.23410069572098793 4.9900591484005945
470 0.47638758998961783 0.4 0.24359975370471018 4.99178284305241
471 0.47638758998961783 0.4 0.25327826069036236 4.99334294690462
472 0.47638758998961783 0.4 0.2631354796221657 4.994739288874257
473 0.47638758998961783 0.4 0.2731706598347356 4.995971715836687
474 0.47638758998961783 0.4 0.2833830371102443 4.997040092642408
475 0.47638758998961783 0.4 0.29377183373662413 4.99794430213186
476 0.47638758998961783 0.4 0.3043362585667904 4.998684245148287
477 0.47638758998961783 0.4 0.3150755070788903 4.999259840548597
478 0.47638758998961783 0.4 0.3259887614375711 4.999671025212268
479 0.47638758998961783 0.4 0.3370751905562614 4.999917754048268
480 0.47638758998961783 0.4 0.3483339501604599 5.0
481 0.47638758998961783 0.4 0.35976418285203404 4.999917754048268
482 0.47638758998961783 0.4 0.37136501817450823 4.999671025212268
483 0.47638758998961783 0.4 0.38313557267936094 4.999259840548597
484 0.47638758998961783 0.4 0.3950749499932925 4.998684245148287
485 0.47638758998961783 0.4 0.4071822408864983 4.99794430213186
486 0.47638758998961783 0.4 0.41945652334189776 4.997040092642408
487 0.47638758998961783 0.4 0.43189686262536353 4.995971715836687
488 0.47638758998961783 0.4 0.4445023113568918 4.994739288874257
489 0.47638758998961783 0.4 0.45727190958275976 4.99334294690462
490 0.47638758998961783 0.4 0.47020468484862105 4.991782843052411
491 0.47638758998961783 0.4 0.4832996522735703 4.9900591484005945
492 0.47638758998961783 0.4 0.4965558146251369 4.988172051971717
493 0.47638758998961783 0.4 0.5099721623952357 4.9861217607071655
494 0.47638758998961783 0.4 0.5235476738770384 4.983908499444483
495 0.47638758998961783 0.4 0.5372813152427889 4.981532510892706
496 0.47638758998961783 0.4 0.5511720406225239 4.9789940556057575
497 0.47638758998961783 0.4 0.5652187921837238 4.976293411953863
498 0.47638758998961783 0.4 0.5794205002118771 4.973430876093033
499 0.47638758998961783 0.4 0.5937760831919286 4.970406761932583
500 0.47638758998961783 0.4 0.608284447890658 4.9672214011007085
501 0.47638758998961783 0.4 0.6229444894399196 4.963875142908121
502 0.47638758998961783 0.4 0.6377550914207937 4.96036835430974
503 0.47638758998961783 0.4 0.6527151259485944 4.956701419864454
504 0.47638758998961783 0.4 0.6678234537587756 4.952874741692947
505 0.47638758998961783 0.4 0.6830789242936777 4.9488887394336025
506 0.47638758998961783 0.4 0.6984803757901576 4.944743850196487
507 0.47638758998961783 0.4 0.7140266353680522 4.940440528515415
508 0.47638758998961783 0.4 0.7297165191195075 4.935979246298101
509 0.47638758998961783 0.4 0.7455488321991274 4.931360492774416
510 0.47638758998961783 0.4 0.7615223689149766 4.9265847744427305
511 0.47638758998961783 0.4 0.7776359128203895 4.921652615014379
512 0.47638758998961783 0.4 0.7938882368066077 4.916564555356222
513 0.47638758998961783 0.4 0.810278103196241 4.911321153431338
514 0.47638758998961783 0.4 0.8268042638375043 4.905922984237837
515 0.47638758998961783 0.4 0.8434654601992843 4.900370639745803
516 0.47638758998961783 0.4 0.8602604234669686 4.894664728832377
517 0.47638758998961783 0.4 0.8771878746390831 4.888805877214992
518 0.47638758998961783 0.4 0.8942465246246813 4.882794727382751
519 0.47638758998961783 0.4 0.9114350743415237 4.876631938525971
520 0.47638758998961783 0.4 0.9287522148149977 4.870318186463901
521 0.47638758998961783 0.4 0.9461966272778143 4.863854163570603
522 0.47638758998961783 0.4 0.9637669832704222 4.857240578699029
523 0.47638758998961783 0.4 0.9814619447421896 4.85047815710329
524 0.47638758998961783 0.4 0.9992801641532876 4.84356764035912
525 0.47638758998961783 0.4 1.0172202845773273 4.8365097862825515
526 0.47638758998961783 0.4 1.035280939804676 4.829305368846822
527 0.47638758998961783 0.4 1.053460754446513 4.821955178097488
528 0.47638758998961783 0.4 1.071758344039571 4.814460020065795
529 0.47638758998961783 0.4 1.0901723151515565 4.806820716680284
530 0.47638758998961783 0.4 1.108701265487281 4.799038105676658
531 0.47638758998961783 0.4 1.1273437839954352 4.791113040505915
532 0.47638758998961783 0.4 1.1460984509760594 4.783046390240759
533 0.47638758998961783 0.4 1.164963838188649 4.774839039480296
534 0.47638758998961783 0.4 1.1839385089609304 4.7664918882530225
535 0.47638758998961783 0.4 1.2030210182982577 4.758005851918137
536 0.47638758998961783 0.4 1.2222099129936677 4.7493818610651495
537 0.47638758998961783 0.4 1.2415037317385322 4.740620861411843
538 0.47638758998961783 0.4 1.26090100523386 4.731723813700556
539 0.47638758998961783 0.4 1.2804002563021688 4.722691693592832
540 0.47638758998961783 0.4 1.3000000000000007 4.713525491562422
541 0.47638758998961783 0.4 1.319698743730987 4.704226212786671
542 0.47638758998961783 0.4 1.3394949873595239 4.694794877036294
543 0.47638758998961783 0.4 1.3593872233250202 4.685232518563535
544 0.47638758998961783 0.4 1.3793739367566846 4.67554018598876
545 0.47638758998961783 0.4 1.3994536055889133 4.665718942185456
546 0.47638758998961783 0.4 1.4196247006771785 4.655769864163684
547 0.47638758998961783 0.4 1.4398856859144982 4.645694042951963
548 0.47638758998961783 0.4 1.4602350183483985 4.635492583477635
549 0.47638758998961783 0.4 1.4806711482984334 4.625166604445689
550 0.47638758998961783 0.4 1.501192519474182 4.614717238216092
551 0.47638758998961783 0.4 1.521797569093779 4.604145630679601
552 0.47638758998961783 0.4 1.5424847280029195 4.593452941132117
553 0.47638758998961783 0.4 1.5632524207943606 4.582640342147544
554 0.47638758998961783 0.4 1.5840990659278875 4.571709019449205
555 0.47638758998961783 0.4 1.6050230758507673 4.560660171779821
556 0.47638758998961783 0.4 1.6260228571186301 4.549495010770047
557 0.47638758998961783 0.4 1.6470968105168273 4.5382147608056105
558 0.47638758998961783 0.4 1.6682433311822211 4.526820658893032
559 0.47638758998961783 0.4 1.689460808725385 4.515313954523991
560 0.47638758998961783 0.4 1.7107476273532627 4.503695909538287
561 0.47638758998961783 0.4 1.7321021659921954 4.4919677979854775
562 0.47638758998961783 0.4 1.7535227984113937 4.480130905985158
563 0.47638758998961783 0.4 1.7750078933467603 4.468186531585927
564 0.47638758998961783 0.4 1.7965558146251375 4.456135984623034
565 0.47638758998961783 0.4 1.81816492128889 4.443980586574757
566 0.47638758998961783 0.4 1.8398335677208852 4.431721670417465
567 0.47638758998961783 0.4 1.8615601037698006 4.419360580479466
568 0.47638758998961783 0.4 1.883342874875803 4.406898672293562
569 0.47638758998961783 0.4 1.9051802221965317 4.394337312448425
570 0.47638758998961783 0.4 1.9270704827334464 4.38167787843871
571 0.47638758998961783 0.4 1.949011989458454 4.368921758514017
572 0.47638758998961783 0.4 1.9710030714408644 4.356070351526648
573 0.47638758998961783 0.4 1.9930420539746474 4.343125066778196
574 0.47638758998961783 0.4 2.015127258705951 4.330087323865016
575 0.47638758998961783 0.4 2.0372570037609337 4.31695855252254
576 0.47638758998961783 0.4 2.059429603873826 4.303740192468496
577 0.47638758998961783 0.4 2.0816433705152884 4.290433693245015
578 0.47638758998961783 0.4 2.1038966120209834 4.277040514059696
579 0.47638758998961783 0.4 2.1261876337204177 4.263562123625557
580 0.47638758998961783 0.4 2.148514738065981 4.250000000000001
581 0.47638758998961783 0.4 2.1708762247622393 4.236355630422711
582 0.47638758998961783 0.4 2.193270390895399 4.222630511152573
583 0.47638758998961783 0.4 2.215695531063013 4.208826147303581
584 0.47638758998961783 0.4 2.2381499375038287 4.194944052679793
585 0.47638758998961783 0.4 2.2606319002278665 4.18098574960932
586 0.47638758998961783 0.4 2.2831397071466184 4.16695276877739
587 0.47638758998961783 0.4 2.305671644203443 4.152846649058492
